MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	check_Source
3300026080_8	100.0	0.62	35	18	0	0	1	Gradient Boost (General Model)	11	0.914	14911	294.42308802308804	3342652	0.61	3465	299	65981		Aquatic_19300_1
3300026212_34	97.81	0.01	37	20	1	1	1	Gradient Boost (General Model)	11	0.889	39986	272.9942418426104	478987	0.38	521	18	72501		Aquatic_19300_1
3300026279_35	98.81	0.1	42	18	1	0	1	Neural Network (Specific Model)	11	0.912	33586	235.71578212290504	1107672	0.32	1432	53	97737		Aquatic_19300_1
3300026885_9	95.28	0.29	37	13	0	0	0	Neural Network (Specific Model)	11	0.905	14069	251.1010248901904	1694797	0.38	2049	163	52058		Aquatic_19300_1
3300027148_4	98.99	4.66	30	18	1	1	1	Gradient Boost (General Model)	11	0.949	22564	354.5	2303123	0.38	2058	171	101075		Aquatic_19300_1
3300027211_1	91.44	0.43	34	19	1	1	1	Gradient Boost (General Model)	11	0.911	15856	307.46487804878046	2072602	0.52	2050	182	98404		Aquatic_19300_1
3300027323_17	99.99	1.1	46	19	0	0	0	Neural Network (Specific Model)	11	0.922	400618	280.07268907563025	2163409	0.38	2380	9	908576		Aquatic_19300_1
3300027323_5	98.47	0.81	47	19	1	1	1	Gradient Boost (General Model)	11	0.894	31103	368.2875898718349	3945087	0.52	3199	179	91374		Aquatic_19300_1
3300027489_5	90.24	3.2	34	18	1	0	0	Gradient Boost (General Model)	11	0.921	9664	352.32656155245604	3781658	0.44	3298	471	39726		Aquatic_19300_1
3300027515_53	95.86	0.66	39	16	1	1	1	Gradient Boost (General Model)	11	0.863	16179	288.57843866171004	1346347	0.39	1345	103	64505		Aquatic_19300_1
3300027607_18	93.4	2.99	59	20	0	0	1	Gradient Boost (General Model)	11	0.864	139421	352.53329210472066	5926816	0.56	4851	68	508868		Aquatic_19300_1
3300027607_48	99.97	0.02	35	20	0	0	2	Neural Network (Specific Model)	11	0.913	170035	324.5475923852184	2853279	0.38	2679	33	385380		Aquatic_19300_1
3300027728_18	95.94	1.47	42	17	1	1	1	Neural Network (Specific Model)	11	0.852	23230	292.9379562043796	3947663	0.47	3836	254	69990		Aquatic_19300_1
3300027754_74	95.56	0.03	40	20	1	0	0	Gradient Boost (General Model)	11	0.905	44258	292.7582417582417	705165	0.44	728	23	116788		Aquatic_19300_1
3300027793_7	96.6	3.45	51	20	0	0	0	Neural Network (Specific Model)	11	0.836	25300	284.60523162939296	5104961	0.42	5008	331	119166		Aquatic_19300_1
3300027796_15	100.0	0.1	60	20	0	0	2	Gradient Boost (General Model)	11	0.879	213266	342.3533350502189	4528842	0.62	3883	43	415572		Aquatic_19300_1
3300027800_37	93.9	0.32	47	20	1	0	1	Neural Network (Specific Model)	11	0.907	192011	325.80271844660194	2770596	0.56	2575	18	356035		Aquatic_19300_1
3300027800_46	98.39	0.26	42	19	0	0	1	Gradient Boost (General Model)	11	0.909	191039	347.8519259629815	2290162	0.45	1999	22	488249		Aquatic_19300_1
3300027815_11	94.35	1.68	68	20	1	1	0	Gradient Boost (General Model)	11	0.915	27302	370.2709716354858	8030800	0.69	6628	440	91630		Aquatic_19300_1
3300027816_15	95.59	0.88	37	19	0	0	0	Gradient Boost (General Model)	11	0.93	17729	313.80318822808096	3294066	0.51	3262	240	90907		Aquatic_19300_1
3300027819_115	94.63	0.7	41	16	1	1	1	Gradient Boost (General Model)	11	0.924	32769	252.3139083139083	1050943	0.39	1287	43	110382		Aquatic_19300_1
3300027819_136	100.0	0.24	45	20	2	1	0	Gradient Boost (General Model)	11	0.939	644363	312.3333333333333	907043	0.36	912	3	644363		Aquatic_19300_1
3300027819_138	94.24	0.59	46	20	2	2	1	Gradient Boost (General Model)	11	0.849	25112	288.68384879725085	889581	0.4	873	52	80545		Aquatic_19300_1
3300027819_26	95.22	3.81	48	18	1	1	1	Gradient Boost (General Model)	11	0.894	21341	285.9449923296077	4367520	0.55	4563	306	84800		Aquatic_19300_1
3300027917_63	94.35	0.37	38	16	0	0	0	Gradient Boost (General Model)	11	0.928	30184	327.7298937784522	3486537	0.69	3295	194	116497		Aquatic_19300_1
3300027970_24	98.77	2.76	32	19	0	0	2	Gradient Boost (General Model)	11	0.913	21438	337.2701836199359	3792759	0.43	3431	259	100685		Aquatic_19300_1
3300027977_21	98.68	3.14	37	20	0	0	2	Gradient Boost (General Model)	11	0.909	74553	346.312040700961	4034294	0.43	3538	130	221467		Aquatic_19300_1
3300028569_29	92.48	1.32	39	18	1	1	1	Gradient Boost (General Model)	11	0.938	128565	332.4258407079646	2994164	0.6	2825	37	473376		Aquatic_19300_1
3300028569_44	93.17	1.16	40	20	0	0	2	Gradient Boost (General Model)	11	0.932	67605	326.3782705099778	2361200	0.46	2255	50	205315		Aquatic_19300_1
3300028581_20	95.0	1.81	39	20	0	0	2	Gradient Boost (General Model)	11	0.911	45143	374.7558935361217	4860083	0.52	3945	191	128466		Aquatic_19300_1
3300028581_45	97.3	0.46	46	20	0	0	0	Neural Network (Specific Model)	11	0.937	15600	291.2556561085973	2053827	0.53	2210	197	62260		Aquatic_19300_1
3300000228_6	93.64	3.27	37	19	1	0	0	Gradient Boost (General Model)	11	0.866	9047	316.7202937249666	3281403	0.36	2996	424	34496		Aquatic_19300_1
3300000355_5	99.96	2.11	59	20	0	0	1	Neural Network (Specific Model)	11	0.906	64472	328.73543123543124	3728016	0.59	3432	90	129958		Aquatic_19300_1
3300000362_36	97.85	0.92	60	20	1	2	1	Gradient Boost (General Model)	11	0.906	35524	303.1752336448598	1714309	0.63	1712	83	132883		Aquatic_19300_1
3300004097_14	99.98	0.47	44	18	0	0	1	Neural Network (Specific Model)	11	0.876	83581	380.70994700366896	6391522	0.47	4906	160	295557		Aquatic_19300_1
3300005300_23	94.21	0.68	43	20	1	2	1	Gradient Boost (General Model)	11	0.944	17356	302.5609756097561	1333123	0.59	1394	104	61710		Aquatic_19300_1
3300010160_9	91.57	3.73	42	19	1	0	0	Gradient Boost (General Model)	11	0.906	24161	346.1625674865027	3813794	0.55	3334	244	120562		Aquatic_19300_1
3300012092_8	96.05	0.96	44	18	0	0	0	Gradient Boost (General Model)	11	0.862	29919	274.2252939307277	2995599	0.6	3147	163	101930		Aquatic_19300_1
3300012185_9	95.74	0.98	31	15	1	1	1	Gradient Boost (General Model)	11	0.912	22883	294.63585069444446	2226989	0.7	2304	141	62246		Aquatic_19300_1
3300013137_156	95.06	3.37	44	19	0	0	1	Gradient Boost (General Model)	11	0.935	159894	299.7957317073171	943763	0.4	984	17	177028		Aquatic_19300_1
3300014208_102	96.01	0.25	46	19	1	1	1	Gradient Boost (General Model)	11	0.876	206222	291.68331846565565	1116822	0.49	1121	6	404888		Aquatic_19300_1
3300014208_106	99.75	4.82	51	19	0	1	2	Gradient Boost (General Model)	11	0.906	50602	326.8353293413174	1082742	0.43	1002	31	164404		Aquatic_19300_1
3300014208_125	96.3	0.5	49	19	0	0	1	Gradient Boost (General Model)	11	0.923	223197	319.68611435239205	889964	0.44	857	4	371042		Aquatic_19300_1
3300014886_15	92.37	0.21	45	15	0	0	1	Neural Network (Specific Model)	11	0.901	27333	274.48898216159495	1735010	0.4	1906	110	72133		Aquatic_19300_1
3300015360_53	93.69	0.55	43	20	1	1	0	Gradient Boost (General Model)	11	0.926	14536	330.7199024687595	3511568	0.49	3281	301	82896		Aquatic_19300_1
3300017473_7	95.89	2.35	40	20	0	0	0	Neural Network (Specific Model)	11	0.944	20098	305.2124241342378	2709936	0.63	2801	193	65399		Aquatic_19300_1
3300017532_12	94.77	0.31	46	20	1	1	1	Gradient Boost (General Model)	11	0.901	65161	372.94521095780846	6200036	0.61	5001	156	280562		Aquatic_19300_1
3300017532_26	98.88	0.01	40	17	1	0	0	Neural Network (Specific Model)	11	0.911	42401	328.32	3994071	0.63	3700	134	118150		Aquatic_19300_1
3300017950_18	97.6	1.82	39	19	1	1	1	Gradient Boost (General Model)	11	0.929	26184	331.5493372606775	2905858	0.66	2716	175	92666		Aquatic_19300_1
3300018008_10	92.44	1.72	38	17	1	0	0	Gradient Boost (General Model)	11	0.868	8504	271.8832089552239	2511969	0.43	2680	347	37876		Aquatic_19300_1
3300020056_23	96.88	1.24	40	18	0	0	0	Gradient Boost (General Model)	11	0.905	21880	383.3790408525755	3570729	0.7	2815	232	63116		Aquatic_19300_1
3300020056_35	99.99	0.22	49	20	0	0	0	Neural Network (Specific Model)	11	0.941	60397	293.05051813471505	2152928	0.69	2316	57	150158		Aquatic_19300_1
3300020139_21	90.9	3.94	44	20	1	0	0	Neural Network (Specific Model)	11	0.94	9259	269.7074396782842	2556573	0.68	2984	335	35331		Aquatic_19300_1
3300020139_30	94.42	0.13	45	20	1	1	1	Gradient Boost (General Model)	11	0.934	42303	360.4456183965196	1859189	0.38	1609	76	128540		Aquatic_19300_1
3300020139_36	90.2	0.23	47	18	1	1	1	Neural Network (Specific Model)	11	0.922	56829	287.0826923076923	1450208	0.57	1560	62	162588		Aquatic_19300_1
3300020153_12	95.71	1.81	46	20	0	1	0	Neural Network (Specific Model)	11	0.859	22647	339.6978341257264	4483533	0.54	3786	296	71530		Aquatic_19300_1
3300020153_15	95.59	4.56	44	18	1	1	1	Gradient Boost (General Model)	11	0.909	17034	337.4538617298236	3842922	0.63	3457	306	93876		Aquatic_19300_1
3300020196_59	97.12	0.32	35	19	1	1	1	Gradient Boost (General Model)	11	0.955	32440	337.6466498103666	1672404	0.59	1582	87	135223		Aquatic_19300_1
3300020200_100	95.4	0.08	46	20	1	2	0	Neural Network (Specific Model)	11	0.895	15781	262.414364640884	475970	0.43	543	39	41280		Aquatic_19300_1
3300020200_47	99.31	3.47	31	18	0	0	1	Neural Network (Specific Model)	11	0.961	20442	334.8252331860579	2123479	0.43	2037	147	60959		Aquatic_19300_1
3300020219_52	94.78	0.08	43	20	2	1	1	Gradient Boost (General Model)	11	0.921	166245	278.990264255911	652431	0.53	719	11	174405		Aquatic_19300_1
3300020221_61	100.0	0.01	33	20	0	0	1	Gradient Boost (General Model)	11	0.939	101894	342.1852631578947	2073494	0.49	1900	30	388031		Aquatic_19300_1
3300020222_62	98.46	2.4	32	20	1	0	1	Gradient Boost (General Model)	11	0.957	51493	363.6818642350557	2242916	0.43	1974	71	143644		Aquatic_19300_1
3300020353_2	96.27	0.1	63	20	0	0	2	Gradient Boost (General Model)	11	0.872	63857	334.9307073030477	4000937	0.4	3478	108	169954		Aquatic_19300_1
3300020397_14	95.76	0.49	42	19	0	0	1	Gradient Boost (General Model)	11	0.942	20910	302.2557345046364	1968034	0.63	2049	133	83882		Aquatic_19300_1
3300020578_68	94.92	0.13	44	20	1	1	1	Gradient Boost (General Model)	11	0.932	39238	291.1846318036286	1751266	0.71	1874	61	101948		Aquatic_19300_1
3300020603_61	96.3	2.8	42	20	1	0	1	Gradient Boost (General Model)	11	0.936	35562	318.1900826446281	2336563	0.58	2299	117	129307		Aquatic_19300_1
3300020702_2	95.56	0.47	44	19	0	0	2	Gradient Boost (General Model)	11	0.92	31384	330.45826176571626	3133246	0.67	2911	151	115944		Aquatic_19300_1
3300020714_3	94.52	0.16	55	19	0	0	0	Gradient Boost (General Model)	11	0.91	11185	295.77103472968133	5437002	0.65	5586	598	66296		Aquatic_19300_1
3300021093_53	100.0	0.05	34	19	1	0	1	Gradient Boost (General Model)	11	0.94	222003	347.8335112059765	2076757	0.49	1874	13	401853		Aquatic_19300_1
3300021139_6	96.89	0.67	47	20	0	0	1	Gradient Boost (General Model)	11	0.921	35571	328.4367026496565	3267478	0.67	3057	148	104187		Aquatic_19300_1
3300021485_8	99.43	0.64	80	20	0	0	3	Gradient Boost (General Model)	11	0.898	322574	320.643431053203	4924537	0.5	4605	36	683461		Aquatic_19300_1
3300021504_6	96.76	3.1	39	19	1	1	1	Gradient Boost (General Model)	11	0.921	39105	352.0137138621201	3086487	0.43	2698	133	123767		Aquatic_19300_1
3300022602_17	94.96	4.42	47	19	1	1	2	Gradient Boost (General Model)	11	0.897	166209	315.5170231340026	4826258	0.61	4582	69	363369		Aquatic_19300_1
3300022853_9	95.78	0.76	41	20	1	0	1	Neural Network (Specific Model)	11	0.947	18590	295.17194244604315	1295761	0.52	1390	104	55555		Aquatic_19300_1
3300022855_5	95.42	0.36	44	20	1	1	0	Neural Network (Specific Model)	11	0.899	34603	276.96401583303344	2559259	0.64	2779	132	117423		Aquatic_19300_1
3300022856_3	99.02	0.94	44	20	0	0	0	Neural Network (Specific Model)	11	0.897	66149	278.832105094521	2900943	0.64	3121	98	159633		Aquatic_19300_1
3300022859_2	98.91	1.26	47	20	0	0	1	Gradient Boost (General Model)	11	0.907	172439	319.6543841692255	6187467	0.69	5862	81	372084		Aquatic_19300_1
3300022888_32	91.54	0.42	36	20	1	1	1	Gradient Boost (General Model)	11	0.887	44426	305.8539603960396	834376	0.42	808	49	84914		Aquatic_19300_1
3300023241_5	96.13	1.04	46	20	0	0	0	Neural Network (Specific Model)	11	0.897	43150	276.58827298942646	2875681	0.64	3121	145	146404		Aquatic_19300_1
3300024054_34	91.53	2.37	43	18	1	1	0	Gradient Boost (General Model)	11	0.948	20682	362.4781721746226	2806150	0.63	2451	194	100348		Aquatic_19300_1
3300024054_91	96.75	0.19	34	18	2	2	0	Gradient Boost (General Model)	11	0.899	70723	288.57142857142856	699521	0.57	728	17	143812		Aquatic_19300_1
3300024054_96	98.08	0.3	45	19	2	1	1	Gradient Boost (General Model)	11	0.907	98098	278.89425981873114	608181	0.52	662	14	260057		Aquatic_19300_1
3300024226_3	95.39	0.2	35	20	1	1	1	Gradient Boost (General Model)	11	0.862	25904	330.6269810591419	2972478	0.36	2587	171	84382		Aquatic_19300_1
3300024897_1	93.28	0.26	34	17	0	0	3	Neural Network (Specific Model)	11	0.874	83690	318.62648709315374	4863777	0.48	4455	86	209126		Aquatic_19300_1
3300025179_3	90.54	3.06	52	18	0	0	1	Neural Network (Specific Model)	11	0.901	15841	313.5174280147218	4811054	0.48	4619	410	56674		Aquatic_19300_1
3300025376_1	90.07	1.24	40	19	0	1	1	Gradient Boost (General Model)	11	0.935	55815	376.2527430949679	3187874	0.45	2643	93	181262		Aquatic_19300_1
3300025431_5	97.65	2.03	38	20	0	0	0	Gradient Boost (General Model)	11	0.903	36063	313.5137157107232	2919540	0.49	2807	123	107924		Aquatic_19300_1
3300025431_6	92.22	2.32	41	19	0	0	0	Gradient Boost (General Model)	11	0.922	21166	314.0695468914647	2905411	0.51	2847	201	71129		Aquatic_19300_1
3300025454_10	95.93	0.06	46	20	1	1	1	Gradient Boost (General Model)	11	0.899	45998	325.4312749003984	2175421	0.55	2008	51	251936		Aquatic_19300_1
3300025459_17	90.22	1.16	42	16	1	1	0	Gradient Boost (General Model)	11	0.869	180376	265.11281337047353	1310600	0.56	1436	21	231527		Aquatic_19300_1
3300025469_17	93.02	1.68	41	17	1	1	0	Gradient Boost (General Model)	11	0.873	40370	265.0416403785489	1440222	0.56	1585	56	86902		Aquatic_19300_1
3300025480_6	97.93	0.01	52	20	1	1	1	Gradient Boost (General Model)	11	0.89	138266	313.70181921546333	3714119	0.61	3518	51	233632		Aquatic_19300_1
3300025576_10	97.98	0.0	52	20	2	1	1	Gradient Boost (General Model)	11	0.89	161368	315.39092747760765	3673026	0.61	3461	39	302864		Aquatic_19300_1
3300025594_14	96.18	1.05	28	17	1	0	0	Gradient Boost (General Model)	11	0.863	13737	313.37539936102235	2043118	0.43	1878	204	72942		Aquatic_19300_1
3300025595_1	99.85	0.92	44	20	1	1	0	Gradient Boost (General Model)	11	0.931	39036	375.0217585692996	4047353	0.47	3355	164	155570		Aquatic_19300_1
3300025621_17	96.15	1.71	38	18	0	0	1	Gradient Boost (General Model)	11	0.904	24059	305.5217729393468	2604133	0.45	2572	187	73949		Aquatic_19300_1
3300025630_3	93.11	0.97	43	20	0	0	1	Gradient Boost (General Model)	11	0.955	15336	296.82730187814934	2030660	0.66	2183	186	74555		Aquatic_19300_1
3300025690_14	98.84	1.02	34	20	0	0	0	Gradient Boost (General Model)	11	0.907	28685	327.1836913634371	2466226	0.53	2281	134	98265		Aquatic_19300_1
3300025809_19	91.66	2.3	27	16	0	0	0	Gradient Boost (General Model)	11	0.901	62921	278.72384684956285	3073188	0.49	3317	118	133448		Aquatic_19300_1
3300025896_4	94.32	2.05	34	19	0	0	1	Neural Network (Specific Model)	11	0.921	24563	304.1460966542751	2662511	0.59	2690	165	118398		Aquatic_19300_1
3300025897_28	90.69	0.07	22	15	1	0	0	Gradient Boost (General Model)	11	0.911	13898	314.1985111662531	2494960	0.53	2418	250	51348		Aquatic_19300_1
3300026192_7	93.18	1.33	47	20	1	1	1	Gradient Boost (General Model)	11	0.937	41822	364.6657381615599	2093214	0.4	1795	102	137200		Aquatic_19300_1
3300026253_24	94.81	0.03	42	19	1	1	2	Gradient Boost (General Model)	11	0.917	213021	316.2726883561644	2413733	0.49	2336	20	413716		Aquatic_19300_1
3300026509_31	94.26	0.6	39	19	0	0	0	Gradient Boost (General Model)	11	0.952	15706	308.0557087699945	1753834	0.61	1813	149	77207		Aquatic_19300_1
3300027130_3	94.05	0.95	40	20	0	1	1	Gradient Boost (General Model)	11	0.915	82050	340.48461137193533	4271935	0.49	3834	88	262342		Aquatic_19300_1
3300027188_2	98.52	0.1	36	19	1	1	1	Gradient Boost (General Model)	11	0.953	30278	342.7666256157636	1747789	0.54	1624	84	101344		Aquatic_19300_1
3300027214_1	96.98	0.22	27	16	0	0	0	Gradient Boost (General Model)	11	0.916	23628	314.8976814516129	2042833	0.52	1984	134	110768		Aquatic_19300_1
3300027235_1	97.88	1.25	26	16	0	0	0	Gradient Boost (General Model)	11	0.914	20393	310.6580188679245	2159044	0.52	2120	140	65871		Aquatic_19300_1
3300027279_19	99.91	3.28	43	19	1	1	0	Neural Network (Specific Model)	11	0.925	31263	290.4123575810692	2137986	0.33	2282	144	218656		Aquatic_19300_1
3300027323_29	96.76	0.76	45	18	2	1	1	Gradient Boost (General Model)	11	0.89	280040	272.2108467072496	1653682	0.39	1807	6	494643		Aquatic_19300_1
3300027515_22	95.01	4.49	38	19	0	0	0	Gradient Boost (General Model)	11	0.926	11011	337.81100651701666	3016798	0.66	2762	341	66443		Aquatic_19300_1
3300027594_5	96.56	0.7	31	18	0	0	0	Gradient Boost (General Model)	11	0.949	10926	337.8177008177008	2214255	0.45	2079	253	41642		Aquatic_19300_1
3300027607_15	97.48	0.83	52	20	1	2	1	Gradient Boost (General Model)	11	0.92	53482	365.772209155057	6586690	0.66	5527	209	237749		Aquatic_19300_1
3300027757_7	92.9	0.01	38	20	0	0	0	Neural Network (Specific Model)	11	0.919	45380	289.45625841184386	2801792	0.56	2972	98	109069		Aquatic_19300_1
3300027793_11	100.0	4.21	46	19	1	1	1	Gradient Boost (General Model)	11	0.931	50522	335.46407099914114	3766217	0.72	3493	149	204157		Aquatic_19300_1
3300027793_14	99.6	0.69	35	19	0	0	0	Gradient Boost (General Model)	11	0.928	35536	323.113201911589	3491401	0.51	3348	148	128364		Aquatic_19300_1
3300027806_24	100.0	0.35	39	19	0	0	0	Gradient Boost (General Model)	11	0.928	54450	326.29486790160945	3466236	0.51	3293	95	171723		Aquatic_19300_1
3300027815_30	92.84	0.93	46	19	1	1	1	Gradient Boost (General Model)	11	0.938	182761	421.57982813206695	2973139	0.47	2211	22	370504		Aquatic_19300_1
3300027815_93	93.09	2.17	48	19	1	0	1	Gradient Boost (General Model)	11	0.879	12192	272.7871591908531	1056943	0.43	1137	106	42082		Aquatic_19300_1
3300027819_107	96.63	0.84	42	19	1	0	0	Gradient Boost (General Model)	11	0.924	574464	293.19612794612794	1127523	0.37	1188	4	574464		Aquatic_19300_1
3300027819_125	92.63	0.58	37	13	1	1	0	Neural Network (Specific Model)	11	0.9	147683	255.49576669802445	902150	0.35	1063	10	206204		Aquatic_19300_1
3300027819_24	98.24	3.41	49	20	1	1	1	Gradient Boost (General Model)	11	0.861	12757	273.4739945251632	4516823	0.66	4749	479	66720		Aquatic_19300_1
3300027896_23	92.21	2.21	48	19	0	0	1	Gradient Boost (General Model)	11	0.893	21838	333.0757808499744	4366055	0.53	3906	275	66884		Aquatic_19300_1
3300027900_31	95.41	4.21	39	19	0	0	1	Gradient Boost (General Model)	11	0.893	9546	287.3103875968992	3106422	0.58	3225	401	38312		Aquatic_19300_1
3300027963_7	95.86	2.98	43	20	0	0	0	Gradient Boost (General Model)	11	0.902	18747	338.8356676003735	3613087	0.57	3213	299	79038		Aquatic_19300_1
3300028067_2	100.0	0.22	49	20	0	0	0	Neural Network (Specific Model)	11	0.94	96809	294.7524881003894	2163277	0.69	2311	36	379198		Aquatic_19300_1
3300028174_8	96.48	0.93	44	19	0	0	0	Gradient Boost (General Model)	11	0.92	27059	314.9089456869009	5135718	0.6	5008	290	180982		Aquatic_19300_1
3300028177_16	98.17	3.97	36	19	1	1	1	Gradient Boost (General Model)	11	0.925	31982	311.080412371134	1952911	0.42	1940	96	148759		Aquatic_19300_1
3300028195_15	96.34	0.29	48	20	1	1	1	Gradient Boost (General Model)	11	0.938	160565	317.8217917675545	2094888	0.65	2065	34	236823		Aquatic_19300_1
3300028581_93	98.08	0.0	38	20	0	0	0	Gradient Boost (General Model)	11	0.894	27662	286.35770234986944	735006	0.34	766	41	57881		Aquatic_19300_1
3300000193_10	92.39	1.85	44	19	1	1	1	Gradient Boost (General Model)	11	0.939	14417	299.55794621026894	1953515	0.65	2045	169	59966		Aquatic_19300_1
3300003689_2	99.95	0.22	45	19	0	0	0	Neural Network (Specific Model)	11	0.913	32932	315.6090935931503	3503370	0.72	3387	165	94151		Aquatic_19300_1
3300007640_7	99.97	0.02	60	20	0	0	3	Neural Network (Specific Model)	11	0.917	352434	333.6731613611416	3971589	0.5	3644	20	711842		Aquatic_19300_1
3300011187_4	98.24	0.87	37	19	0	0	2	Gradient Boost (General Model)	11	0.906	83539	342.39265885256015	3669919	0.41	3242	108	254076		Aquatic_19300_1
3300013122_13	94.4	0.6	38	19	1	0	0	Neural Network (Specific Model)	11	0.901	15040	291.73297730307075	2905172	0.65	2996	248	60416		Aquatic_19300_1
3300013122_60	95.02	0.15	37	18	1	1	1	Gradient Boost (General Model)	11	0.948	21649	302.49022004889974	779603	0.43	818	50	59171		Aquatic_19300_1
3300013131_141	95.99	0.63	36	17	0	1	1	Gradient Boost (General Model)	11	0.886	50887	285.1198156682028	837009	0.43	868	33	123833		Aquatic_19300_1
3300013131_41	100.0	1.89	44	18	0	0	0	Gradient Boost (General Model)	11	0.913	101544	318.2097966728281	3388378	0.64	3246	63	338903		Aquatic_19300_1
3300014203_23	94.29	1.03	71	18	0	0	3	Neural Network (Specific Model)	11	0.887	38483	305.161303630363	2498727	0.41	2424	122	102356		Aquatic_19300_1
